code,target,totpop,region,proplive,sub,bus,numpark,totrent,a15,a20,a30,a40,a50,a60,a70,a80,a100,proprent,numpark_fam,type,pub10,pub50,pub99,gukmin,forever,sanga,happy,A,C,D,E,FMO,G,HI,J,K,L,N,fee_deposit,fee_rent
C1849,.,1054,0,0.9943074,0,3,824,1054,0,0.576850095,0.351043643,0.072106262,0,0,0,0,0,1,0.781783681,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7800000,131000
C1003,.,480,2,0.939583333,0,3,339,480,0.266666667,0.520833333,0.141666667,0.070833333,0,0,0,0,0,1,0.70625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22600000,115500
C2268,.,900,2,0.95,0,2,633,900,0.448888889,0.184444444,0.366666667,0,0,0,0,0,0,1,0.703333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,55185000,28740
C2551,.,674,8,0.973293769,0,2,674,674,0,0.522255193,0.264094955,0.213649852,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12279000,169105
C2688,.,150,10,0.993333333,0,3,107,150,0,0.52,0.373333333,0.106666667,0,0,0,0,0,1,0.713333333,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7897500,86695
C1030,.,75,1,0.84,1,2,29,70,0.373333333,0.186666667,0.373333333,0,0,0,0,0,0,0.933333333,0.386666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52280000,217830
C1327,.,98,6,0.867346939,0,17,98,98,0.306122449,0.204081633,0.489795918,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28400000,142000
C2451,.,395,5,0.994936709,0,3,433,395,0,0,0,0,1,0,0,0,0,1,1.096202532,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000000,450000
C1749,.,848,1,0.95990566,0,8,675,840,0,0.563679245,0.426886792,0,0,0,0,0,0,0.990566038,0.795990566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26933000,123440
C1349,.,465,4,0.956989247,0,3,322,460,0.32688172,0.180645161,0.48172043,0,0,0,0,0,0,0.989247312,0.692473118,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21540000,125000
C2043,.,469,2,0.950959488,0,4,330,460,0.428571429,0.164179104,0.388059701,0,0,0,0,0,0,0.980810235,0.703624733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27320000,123160
C1229,.,453,8,0.949227373,0,2,317,450,0.578366446,0,0.348785872,0.066225166,0,0,0,0,0,0.993377483,0.699779249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30101000,120400
C2363,.,864,7,0.958333333,0,6,603,856,0.138888889,0.333333333,0.518518519,0,0,0,0,0,0,0.990740741,0.697916667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20400000,119000
C1414,.,873,1,0.966781214,0,8,610,870,0.469644903,0.127147766,0.399770905,0,0,0,0,0,0,0.996563574,0.698739977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24840000,115000
C2174,.,954,9,0.957023061,0,3,667,946,0.4360587,0.201257862,0.354297694,0,0,0,0,0,0,0.991614256,0.699161426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23140000,127000
C2091,.,150,14,0.973333333,0,1,120,150,0,0.733333333,0,0.266666667,0,0,0,0,0,1,0.8,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,9150000,122000
C2335,.,112,11,0.973214286,0,1,636,112,0.75,0.25,0,0,0,0,0,0,0,1,5.678571429,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2711500,60345
C1841,.,100,4,0.86,0,4,53,100,0.4,0.36,0.24,0,0,0,0,0,0,1,0.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25504000,131770
C2404,.,214,10,0.929906542,0,5,117,200,0.168224299,0.186915888,0.579439252,0,0,0,0,0,0,0.934579439,0.546728972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18840000,117750
C1683,.,328,1,0.957317073,0,11,250,326,0,0.585365854,0.408536585,0,0,0,0,0,0,0.993902439,0.762195122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15966000,69315
C1038,.,554,14,0.938628159,0,1,387,550,0.245487365,0.339350181,0.407942238,0,0,0,0,0,0,0.992779783,0.698555957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57369000,29875
C2456,.,349,12,0.951289398,0,4,270,346,0,0.320916905,0.395415473,0.275071633,0,0,0,0,0,0.991404011,0.773638968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10338500,143115
C1266,.,596,14,0.941275168,0,1,593,591,0,0.302013423,0.510067114,0.179530201,0,0,0,0,0,0.991610738,0.994966443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15709000,212500
C2152,.,120,0,0.925,0,1,40,120,0,0.55,0.45,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10027500,117425
C1267,.,675,2,0.943703704,0,1,467,670,0.074074074,0.465185185,0.186666667,0.266666667,0,0,0,0,0,0.992592593,0.691851852,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,10876000,104370
C2189,.,382,11,0.882198953,0,2,300,378,0,0.303664921,0.528795812,0.157068063,0,0,0,0,0,0.989528796,0.785340314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10141000,125500
