"code","tot_pop","region","num_empty","sub","bus","num_park","type_new","prop_type_im1","prop_type_im2","prop_type_im3","prop_type_im4","prop_type_im5","prop_type_im6","prop_type_im7","prop_type_im8","prop_type_im9","prop_type_im10","prop_type_qual1","prop_type_qual2","prop_type_qual3","prop_type_qual4","prop_type_qual5","prop_type_qual6","prop_type_qual7","prop_type_qual8","prop_type_qual9","prop_type_qual10","prop_type_qual11","prop_type_qual12","prop_type_qual13","prop_type_qual14","prop_areaL21","prop_areaL29","prop_areaL36","prop_areaL39","prop_areaL46","prop_areaL59","prop_areaU59","M_fee_deposit","M_fee_rent","target"
"C2631",0.309205350118017,0.133333333333333,2,0,0.2,0.335574229691877,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.428571429,0.142857143,0,0.105579588524061,0.0830725636295066,638
"C2635",0.119590873328088,0.0666666666666667,1,0,0.2,0.13781512605042,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.223222939271446,0.280917773451436,442
"C2644",0.296223446105429,0.933333333333333,7,0,0.8,0.0991596638655462,1,0,0,0.285714286,0,0,0,0.285714286,0.428571429,0,0,0.285714286,0,0.285714286,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.285714286,0.428571429,0,0,0.0374520325587626,0.123528392469447,177
"C2644",0.296223446105429,0.933333333333333,7,0,0.8,0.0991596638655462,1,0,0,0.285714286,0,0,0,0.285714286,0.428571429,0,0,0.285714286,0,0.285714286,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.285714286,0.428571429,0,0,0.0374520325587626,0.123528392469447,177
"C2650",0.333988985051141,0.466666666666667,13,0,0.266666666666667,0.33781512605042,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.0558589225350448,0.122835271693151,159
"C2651",0.0782848151062156,0.0666666666666667,5,0,0.133333333333333,0.147899159663866,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.107584962453411,0.175379942307888,282
"C2657",0.33044846577498,0.0666666666666667,7,0,0.266666666666667,0.380392156862745,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.571428571,0.285714286,0,0.212404163613298,0.215152843324126,782
"C2659",0.188040912667191,0.0666666666666667,3,0.333333333333333,0.2,0.238095238095238,0,0,0,0,0,0,0.545454545,0.454545455,0,0,0,0.545454545,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0.181818182,0.454545455,0,0.272727273,0.090909091,0,0,0.0682772695395914,0.148623441752372,365
"C2661",0.129032258064516,0.866666666666667,12,0,0.4,0.159103641456583,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0.0243402753153835,0.16807159529901,330
"C2663",0.293469708890637,0.0666666666666667,14,0,0.2,0.384873949579832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,0,0.333333333,0.333333333,0.166666667,0,0.17725299230157,0.260348395119614,652
"C2666",0.416207710464201,0.466666666666667,23,0,0.0666666666666667,0.461624649859944,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0927002813039264,0.114186551418349,701
"C2670",0.244689221085759,0.8,9,0,0.133333333333333,0.328851540616246,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0.2,0,0.0609649433846299,0.0920933266739376,435
"C2680",0.287962234461054,0.133333333333333,19,0,0.466666666666667,0.308683473389356,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.143149816009897,0.126688207773146,590
"C2692",0.186073957513769,0.2,19,0,0.133333333333333,0.221848739495798,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0,0.0870466239588997,0.113192738540573,437
